title,url,date_published,snippet,body,text
WHO to share vaccines to stop monkeypox amid inequity fears,https://apnews.com/a4848839d86d2d08100000d918b6bd0d,2022-06-15T10:10:47Z,The World Health Organization is creating a new vaccine-sharing mechanism to stop the spiraling outbreak of monkeypox in more than 30 countries beyond Africa. The move could result in the U.N. health agency distributing scarce vaccine doses to rich countries…,"By MARIA CHENG - AP Medical Writer
LONDON (AP) The World Health Organization said its creating a new vaccine-sharing mechanism to stop the outbreak of monkeypox in more than 30 countries beyond Afri… [+4965 chars]",who to share vaccines to stop monkeypox amid inequity fears the world health organization is creating a new vaccine sharing mechanism to stop the spiraling outbreak of monkeypox in more than 30 countries beyond africa the move could result in the u n health agency distributing scarce vaccine doses to rich countries by maria cheng ap medical writer london the world health organization said its creating a new vaccine sharing mechanism to stop the outbreak of monkeypox in more than 30 countries beyond afri 
NOT REAL NEWS: A look at what did not happen this week,https://apnews.com/7b5b38f536d4346ff104d0d898125517,2022-05-27T15:55:07Z,"Social media users shared a range of false claims this week. Here are the facts: Photos of transgender women were falsely portrayed as pictures of the Uvalde, Texas, school shooter. ABC News did not publish an altered photo of the…","A roundup of some of the most popular but completely untrue stories and visuals of the week. None of these are legit, even though they were shared widely on social media. The Associated Press checked… [+14740 chars]",not real news a look at what did not happen this week social media users shared a range of false claims this week here are the facts photos of transgender women were falsely portrayed as pictures of the uvalde texas school shooter abc news did not publish an altered photo of the a roundup of some of the most popular but completely untrue stories and visuals of the week none of these are legit even though they were shared widely on social media checked 
2 monkeypox strains in US suggest possible undetected spread,https://apnews.com/93896989f7bac322431e7560aeb85b79,2022-06-03T19:05:13Z,"Genetic analysis of recent monkeypox cases suggests there are two distinct strains in the United States, and officials are considering the possibility the virus has been circulating undetected for some time. Federal health officials described the genetic anal…","By MIKE STOBBE - AP Medical Writer
NEW YORK (AP) Genetic analysis of recent monkeypox cases suggests there are two distinct strains in the U.S., health officials said Friday, raising the possibility… [+3429 chars]",2 monkeypox strains in us suggest possible undetected spread genetic analysis of recent monkeypox cases suggests there are two distinct strains in the united states and officials are considering the possibility the virus has been circulating undetected for some time federal health officials described the genetic anal by mike stobbe ap medical writer new york genetic analysis of recent monkeypox cases suggests there are two distinct strains in the u s health officials said friday raising the possibility 
WHO: Nearly 200 cases of monkeypox in more than 20 countries,https://apnews.com/5f502a613163d5c71e5bd7130eba3a03,2022-05-27T12:21:14Z,"The World Health Organization says nearly 200 cases of monkeypox have been reported in more than 20 countries not usually known to have outbreaks of the unusual disease, but described the epidemic as “containable” and proposed creating a stockpile to…","By MARIA CHENG - AP Medical Writer
LONDON (AP) The World Health Organization says nearly 200 cases of monkeypox have been reported in more than 20 countries not usually known to have outbreaks of th… [+3977 chars]",who nearly 200 cases of monkeypox in more than 20 countries the world health organization says nearly 200 cases of monkeypox have been reported in more than 20 countries not usually known to have outbreaks of the unusual disease but described the epidemic as containable and proposed creating a stockpile to by maria cheng ap medical writer london the world health organization says nearly 200 cases of monkeypox have been reported in more than 20 countries not usually known to have outbreaks of th 
Africans see inequity in monkeypox response elsewhere,https://apnews.com/004e53968120eaeda117b5b792d95807,2022-06-01T07:18:15Z,"As health authorities in Europe and elsewhere scramble to roll out vaccines and drugs to stamp out the biggest monkeypox outbreak beyond Africa, some doctors are acknowledging an ugly reality: The resources needed to prevent the disease have long been…","By MARIA CHENG and CHINEDU ASADU - Associated Press
OSUN, Nigeria (AP) As health authorities in Europe and elsewhere roll out vaccines and drugs to stamp out the biggest monkeypox outbreak beyond Af… [+5959 chars]",africans see inequity in monkeypox response elsewhere as health authorities in europe and elsewhere scramble to roll out vaccines and drugs to stamp out the biggest monkeypox outbreak beyond africa some doctors are acknowledging an ugly reality the resources needed to prevent the disease have long been by maria cheng and chinedu asadu associated press osun nigeria as health authorities in europe and elsewhere roll out vaccines and drugs to stamp out the biggest monkeypox outbreak beyond af 
"WHO: Monkeypox will not turn into pandemic, but many unknowns",https://apnews.com/260f127f54016fca402e88f8bdb3ace3,2022-05-30T19:19:37Z,"The World Health Organization’s top monkeypox expert said she doesn’t expect the hundreds of cases reported to date to turn into another pandemic. But she acknowledged there are still many unknowns about the disease, including how exactly it’s spreading and…","By MARIA CHENG - AP Medical Writer
LONDON (AP) The World Health Organizations top monkeypox expert said she doesnt expect the hundreds of cases reported to date to turn into another pandemic, but ac… [+4686 chars]",who monkeypox will not turn into pandemic but many unknowns the world health organization s top monkeypox expert said she doesn t expect the hundreds of cases reported to date to turn into another pandemic but she acknowledged there are still many unknowns about the disease including how exactly it s spreading and by maria cheng ap medical writer london the world health organizations top monkeypox expert said she doesnt expect the hundreds of cases reported to date to turn into another pandemic but ac 
Africa CDC warns on vaccine hoarding over monkeypox outbreak - Reuters.com,https://www.reuters.com/world/africa/africa-cdc-warns-vaccine-hoarding-over-monkeypox-outbreak-2022-05-26/,2022-05-26T09:55:00Z,The acting director of Africa's top public health agency said that he hoped the vaccine hoarding episode seen during the COVID-19 pandemic will not be repeated with the current monkeypox outbreak.,"JOHANNESBURG, May 26 (Reuters) - The acting director of Africa's top public health agency said that he hoped the vaccine hoarding episode seen during the COVID-19 pandemic will not be repeated with t… [+1530 chars]",africa cdc warns on vaccine hoarding over monkeypox outbreak the acting director of africa s top public health agency said that he hoped the vaccine hoarding episode seen during the covid 19 pandemic will not be repeated with the current monkeypox outbreak johannesburg may 26 the acting director of africa s top public health agency said that he hoped the vaccine hoarding episode seen during the covid 19 pandemic will not be repeated with t 
"Unlikely monkeypox outbreak will lead to pandemic, says WHO - Reuters",https://www.reuters.com/business/healthcare-pharmaceuticals/unlikely-monkeypox-outbreak-will-lead-pandemic-says-who-2022-05-30/,2022-05-30T12:01:00Z,"The World Health Organization does not believe the monkeypox outbreak outside of Africa will lead to a pandemic, an official said on Monday, adding that it remains unclear whether infected people who are not displaying symptoms can transmit the disease.","LONDON, May 30 (Reuters) - The World Health Organization does not believe the monkeypox outbreak outside of Africa will lead to a pandemic, an official said on Monday, adding that it remains unclear … [+622 chars]",unlikely monkeypox outbreak will lead to pandemic says who the world health organization does not believe the monkeypox outbreak outside of africa will lead to a pandemic an official said on monday adding that it remains unclear whether infected people who are not displaying symptoms can transmit the disease london may 30 the world health organization does not believe the monkeypox outbreak outside of africa will lead to a pandemic an official said on monday adding that it remains unclear 
More than 1000 monkeypox cases reported to WHO - briefing - Reuters,https://www.reuters.com/business/healthcare-pharmaceuticals/more-than-1000-monkeypox-cases-reported-who-briefing-2022-06-08/,2022-06-08T13:34:00Z,"There have been more than 1,000 monkeypox cases reported to the World Health Organization in the current outbreak outside the countries in Africa where it more commonly spreads.","LONDON, June 8 (Reuters) - There have been more than 1,000 monkeypox cases reported to the World Health Organization in the current outbreak outside the countries in Africa where it more commonly spr… [+427 chars]",more than 1000 monkeypox cases reported to who briefing there have been more than 1 000 monkeypox cases reported to the world health organization in the current outbreak outside the countries in africa where it more commonly spreads london june 8 there have been more than 1 000 monkeypox cases reported to the world health organization in the current outbreak outside the countries in africa where it more commonly spr 
WHO set to decide if monkeypox represents health emergency - Reuters.com,https://www.reuters.com/business/healthcare-pharmaceuticals/who-set-decide-if-monkeypox-represents-health-emergency-2022-06-14/,2022-06-14T13:56:00Z,The World Health Organization will convene an emergency committee on Thursday next week to assess whether the monkeypox outbreak represents a public health emergency of international concern.,"LONDON, June 14 (Reuters) - The World Health Organization will convene an emergency committee on Thursday next week to assess whether the monkeypox outbreak represents a public health emergency of in… [+514 chars]",who set to decide if monkeypox represents health emergency the world health organization will convene an emergency committee on thursday next week to assess whether the monkeypox outbreak represents a public health emergency of international concern london june 14 the world health organization will convene an emergency committee on thursday next week to assess whether the monkeypox outbreak represents a public health emergency of in 
"Monkeypox 'containable' with tracing, isolation -WHO - Reuters.com",https://www.reuters.com/video/watch/idsP7A?now=true,2022-05-24T21:49:00Z,"The outbreak of monkeypox cases outside of Africa can be contained, the World Health Organization said on Tuesday, as more governments said they would launch limited vaccinations to combat rising infections of the virus.","Posted 
The outbreak of monkeypox cases outside of Africa can be contained, the World Health Organization said on Tuesday, as more governments said they would launch limited vaccinations to combat r… [+29 chars]",monkeypox containable with tracing isolation who the outbreak of monkeypox cases outside of africa can be contained the world health organization said on tuesday as more governments said they would launch limited vaccinations to combat rising infections of the virus the outbreak of monkeypox cases outside of africa can be contained the world health organization said on tuesday as more governments said they would launch limited vaccinations to combat r 
Test makers target monkeypox market as cases surge - Reuters,https://www.reuters.com/business/healthcare-pharmaceuticals/test-makers-target-monkeypox-market-cases-surge-2022-06-03/,2022-06-03T06:03:00Z,"Diagnostic companies are racing to develop tests for monkeypox, hoping to tap into a new market as governments ramp up efforts to trace the world's first major outbreak of the viral infection outside of Africa.","LONDON, June 3 (Reuters) - Diagnostic companies are racing to develop tests for monkeypox, hoping to tap into a new market as governments ramp up efforts to trace the world's first major outbreak of … [+5047 chars]",test makers target monkeypox market as cases surge diagnostic companies are racing to develop tests for monkeypox hoping to tap into a new market as governments ramp up efforts to trace the world s first major outbreak of the viral infection outside of africa london june 3 diagnostic companies are racing to develop tests for monkeypox hoping to tap into a new market as governments ramp up efforts to trace the world s first major outbreak of 
S.Africa expert says nothing new in monkeypox outbreak except its location - Reuters.com,https://www.reuters.com/world/africa/safrica-expert-says-nothing-new-monkeypox-outbreak-except-its-location-2022-05-25/,2022-05-25T11:16:00Z,South African disease experts said on Wednesday that they did not see a need for a mass vaccination campaign against monkeypox or believe that cases would explode in the same way as COVID-19.,"JOHANNESBURG, May 25 (Reuters) - South African disease experts said on Wednesday that they did not see a need for a mass vaccination campaign against monkeypox or believe that cases would explode in … [+1238 chars]",s africa expert says nothing new in monkeypox outbreak except its location south african disease experts said on wednesday that they did not see a need for a mass vaccination campaign against monkeypox or believe that cases would explode in the same way as covid 19 johannesburg may 25 south african disease experts said on wednesday that they did not see a need for a mass vaccination campaign against monkeypox or believe that cases would explode in 
Monkeypox outbreak in Europe 'largest ever' in region as cases cross 100 - Reuters.com,https://www.reuters.com/world/europe/monkeypox-outbreak-europe-largest-ever-region-cases-cross-100-2022-05-20/,2022-05-20T13:58:00Z,"More than 100 cases of monkeypox, a viral infection more common to west and central Africa, have been reported in Europe, with German officials describing the outbreak as the largest ever in the region.","LONDON, May 20 (Reuters) - More than 100 cases of monkeypox, a viral infection more common to west and central Africa, have been reported in Europe, with German officials describing the outbreak as t… [+3600 chars]",monkeypox outbreak in europe largest ever in region as cases cross 100 more than 100 cases of monkeypox a viral infection more common to west and central africa have been reported in europe with german officials describing the outbreak as the largest ever in the region london may 20 more than 100 cases of monkeypox a viral infection more common to west and central africa have been reported in europe with german officials describing the outbreak as t 
"EU agrees common purchase of vaccine, antiviral against monkeypox, paper - Reuters",https://www.reuters.com/world/europe/eu-agrees-common-purchase-vaccine-antiviral-against-monkeypox-paper-2022-05-27/,2022-05-27T09:42:00Z,"The European Union has decided on common purchasing of a vaccine and antiviral to fight the outbreak of monkeypox, a virus endemic in Africa and usually rare in other places, Sweden's vaccine coordinator said on Friday.","STOCKHOLM, May 27 (Reuters) - The European Union has decided on common purchasing of a vaccine and antiviral to fight the outbreak of monkeypox, a virus endemic in Africa and usually rare in other pl… [+1413 chars]",eu agrees common purchase of vaccine antiviral against monkeypox paper the european union has decided on common purchasing of a vaccine and antiviral to fight the outbreak of monkeypox a virus endemic in africa and usually rare in other places sweden s vaccine coordinator said on friday stockholm may 27 the european union has decided on common purchasing of a vaccine and antiviral to fight the outbreak of monkeypox a virus endemic in africa and usually rare in other pl 
"Spain's monkeypox case tally rises to 84, Health Ministry says - Reuters.com",https://www.reuters.com/world/europe/spains-monkeypox-case-tally-rises-84-health-ministry-says-2022-05-26/,2022-05-26T11:29:00Z,"Spanish health authorities reported 25 new cases of monkeypox on Thursday, bringing the total tally of infections in one of the main hotspots of the recent outbreak to 84.","MADRID, May 26 (Reuters) - Spanish health authorities reported 25 new cases of monkeypox on Thursday, bringing the total tally of infections in one of the main hotspots of the recent outbreak to 84.… [+850 chars]",spain s monkeypox case tally rises to 84 health ministry says spanish health authorities reported 25 new cases of monkeypox on thursday bringing the total tally of infections in one of the main hotspots of the recent outbreak to 84 madrid may 26 spanish health authorities reported 25 new cases of monkeypox on thursday bringing the total tally of infections in one of the main hotspots of the recent outbreak to 84 
WHO official: no immediate need for mass monkeypox vaccinations - Reuters,https://www.reuters.com/business/healthcare-pharmaceuticals/who-official-no-immediate-need-mass-monkeypox-vaccinations-2022-05-23/,2022-05-23T21:12:00Z,"The World Health Organization does not believe the outbreak of monkeypox in Europe and North America requires mass vaccinations as measures like good hygiene and safe sexual behaviour will help control its spread, a senior official said on Monday.","LONDON, May 23 (Reuters) - The World Health Organization does not believe the outbreak of monkeypox in Europe and North America requires mass vaccinations as measures like good hygiene and safe sexua… [+766 chars]",who official no immediate need for mass monkeypox vaccinations the world health organization does not believe the outbreak of monkeypox in europe and north america requires mass vaccinations as measures like good hygiene and safe sexual behaviour will help control its spread a senior official said on monday london may 23 the world health organization does not believe the outbreak of monkeypox in europe and north america requires mass vaccinations as measures like good hygiene and safe sexua 
Portugal's monkeypox case tally rises to 119 - Reuters,https://www.reuters.com/world/europe/portugals-monkeypox-case-tally-rises-119-2022-06-01/,2022-06-01T09:27:00Z,"Portuguese health authority DGS reported 19 new cases of monkeypox on Wednesday, bringing to 119 the total of confirmed infections in one of the main hot spots of the recent outbreak.","LISBON, June 1 (Reuters) - Portuguese health authority DGS reported 19 new cases of monkeypox on Wednesday, bringing to 119 the total of confirmed infections in one of the main hot spots of the recen… [+710 chars]",portugal s monkeypox case tally rises to 119 portuguese health authority dgs reported 19 new cases of monkeypox on wednesday bringing to 119 the total of confirmed infections in one of the main hot spots of the recent outbreak lisbon june 1 portuguese health authority dgs reported 19 new cases of monkeypox on wednesday bringing to 119 the total of confirmed infections in one of the main hot spots of the recen 
WHO aims to contain monkeypox outbreak by minimizing human transmission - Reuters,https://www.reuters.com/business/healthcare-pharmaceuticals/who-aims-contain-monkeypox-outbreak-by-minimizing-human-transmission-2022-05-31/,2022-05-31T14:28:00Z,"It is not clear yet whether the spread of monkeypox can be contained completely, the World Health Organization said on Tuesday, adding that its goal was to contain the outbreak by stopping human-to-human transmission to the maximum extent possible.","BERLIN, May 31 (Reuters) - It is not clear yet whether the spread of monkeypox can be contained completely, the World Health Organization said on Tuesday, adding that its goal was to contain the outb… [+601 chars]",who aims to contain monkeypox outbreak by minimizing human transmission it is not clear yet whether the spread of monkeypox can be contained completely the world health organization said on tuesday adding that its goal was to contain the outbreak by stopping human to human transmission to the maximum extent possible berlin may 31 it is not clear yet whether the spread of monkeypox can be contained completely the world health organization said on tuesday adding that its goal was to contain the outb 
Germany orders 40000 vaccine doses as precaution for monkeypox spread - Reuters.com,https://www.reuters.com/world/europe/germany-orders-40000-vaccine-doses-precaution-monkeypox-spread-2022-05-24/,2022-05-24T11:28:00Z,"Germany has ordered 40,000 doses of Bavarian Nordic's <a href=""https://www.reuters.com/companies/BAVA.CO"" target=""_blank"">(BAVA.CO)</a> Imvanex smallpox vaccine to be ready to carry out ring vaccinations if the monkeypox outbreak in Germany becomes more sever…","May 24 (Reuters) - Germany has ordered 40,000 doses of Bavarian Nordic's (BAVA.CO) Imvanex smallpox vaccine to be ready to carry out ring vaccinations if the monkeypox outbreak in Germany becomes mor… [+587 chars]",germany orders 40000 vaccine doses as precaution for monkeypox spread germany has ordered 40 000 doses of bavarian nordic s imvanex smallpox vaccine to be ready to carry out ring vaccinations if the monkeypox outbreak in germany becomes more sever may 24 germany has ordered 40 000 doses of bavarian nordic s imvanex smallpox vaccine to be ready to carry out ring vaccinations if the monkeypox outbreak in germany becomes mor 
WHO looks into reports of monkeypox virus in semen - Reuters.com,https://www.reuters.com/business/healthcare-pharmaceuticals/who-looks-into-reports-monkeypox-virus-semen-2022-06-15/,2022-06-15T10:39:00Z,"The World Health Organisation (WHO) is looking into reports that the monkeypox virus is present in the semen of patients, exploring the possibility that the disease could be sexually transmitted, a WHO official said on Wednesday.","LONDON, June 15 (Reuters) - The World Health Organisation (WHO) is looking into reports that the monkeypox virus is present in the semen of patients, exploring the possibility that the disease could … [+2230 chars]",who looks into reports of monkeypox virus in semen the world health organisation is looking into reports that the monkeypox virus is present in the semen of patients exploring the possibility that the disease could be sexually transmitted a who official said on wednesday london june 15 the world health organisation is looking into reports that the monkeypox virus is present in the semen of patients exploring the possibility that the disease could 
Concern grows that human medical waste implicated in virus spillovers - Reuters,https://www.reuters.com/business/healthcare-pharmaceuticals/concern-grows-that-human-medical-waste-implicated-virus-spillovers-2022-06-02/,2022-06-02T16:02:00Z,"There is some concern among health experts that monkeypox and other infectious diseases could be transmitted to animals via human medical waste as cases of the virus surge outside of Africa, the president of the World Organization for Animal Health working gr…","LONDON, June 2 (Reuters) - There is some concern among health experts that monkeypox and other infectious diseases could be transmitted to animals via human medical waste as cases of the virus surge … [+1866 chars]",concern grows that human medical waste implicated in virus spillovers there is some concern among health experts that monkeypox and other infectious diseases could be transmitted to animals via human medical waste as cases of the virus surge outside of africa the president of the world organization for animal health working gr london june 2 there is some concern among health experts that monkeypox and other infectious diseases could be transmitted to animals via human medical waste as cases of the virus surge 
"Portugal confirms 10 new monkeypox cases, total at 49 - Reuters.com",https://www.reuters.com/world/europe/portugal-confirms-10-new-monkeypox-cases-total-49-2022-05-25/,2022-05-25T12:23:00Z,"Portugal's DGS health authority confirmed 10 new cases of monkeypox on Wednesday, bringing the total to 49 and equalling the number of confirmed infections in neighboring Spain.","LISBON, May 25 (Reuters) - Portugal's DGS health authority confirmed 10 new cases of monkeypox on Wednesday, bringing the total to 49 and equalling the number of confirmed infections in neighboring S… [+933 chars]",portugal confirms 10 new monkeypox cases total at 49 portugal s dgs health authority confirmed 10 new cases of monkeypox on wednesday bringing the total to 49 and equalling the number of confirmed infections in neighboring spain lisbon may 25 portugal s dgs health authority confirmed 10 new cases of monkeypox on wednesday bringing the total to 49 and equalling the number of confirmed infections in neighboring s 
Spain to buy monkeypox vaccine as cases reach 55 - Reuters.com,https://www.reuters.com/business/healthcare-pharmaceuticals/spain-buy-monkeypox-vaccine-cases-reach-55-2022-05-25/,2022-05-25T18:31:00Z,"Spain will buy monkeypox vaccine, the health minister said on Wednesday, as the number of cases in the country reached 55.","MADRID, May 25 (Reuters) - Spain will buy monkeypox vaccine, the health minister said on Wednesday, as the number of cases in the country reached 55.
Health Minister Carolina Darias said the governm… [+1857 chars]",spain to buy monkeypox vaccine as cases reach 55 spain will buy monkeypox vaccine the health minister said on wednesday as the number of cases in the country reached 55 madrid may 25 spain will buy monkeypox vaccine the health minister said on wednesday as the number of cases in the country reached 55 health minister carolina darias said the governm 
U.S. seeks to expand monkeypox testing as cases rise - Reuters.com,https://www.reuters.com/business/healthcare-pharmaceuticals/us-seeks-expand-monkeypox-testing-cases-rise-2022-06-10/,2022-06-10T19:17:00Z,"U.S. health officials are working to expand capabilities to test for monkeypox beyond a narrow group of public health labs, heeding calls from infectious disease experts who say testing for the virus needs to become part of routine care.","CHICAGO, June 10 (Reuters) - U.S. health officials are working to expand capabilities to test for monkeypox beyond a narrow group of public health labs, heeding calls from infectious disease experts … [+2723 chars]",u s seeks to expand monkeypox testing as cases rise u s health officials are working to expand capabilities to test for monkeypox beyond a narrow group of public health labs heeding calls from infectious disease experts who say testing for the virus needs to become part of routine care chicago june 10 u s health officials are working to expand capabilities to test for monkeypox beyond a narrow group of public health labs heeding calls from infectious disease experts 
