title,url,date_published,snippet,body,text
$5 gas is here: AAA says nationwide average hits new high,https://apnews.com/fdcf2e9fbb835cd9bc3886b8dc4a7bc0,2022-06-11T08:03:20Z,"The nationwide average price for a gallon of gasoline has topped $5 for the first time ever. Auto club AAA said the average price on Saturday was $5.00. Motorists in some parts of the country, especially California, are paying far…","NEW YORK (AP) The nationwide average price for a gallon of gasoline has topped $5 for the first time ever.
Auto club AAA said the average price on Saturday was $5.00. Motorists in some parts of the … [+1216 chars]", 5 gas is here  aaa says nationwide average hits new high the nationwide average price for a gallon of gasoline has topped  5 for the first time ever  auto club aaa said the average price on saturday was  5 00  motorists in some parts of the country  especially california  are paying far  new york  the nationwide average price for a gallon of gasoline has topped  5 for the first time ever   auto club aaa said the average price on saturday was  5 00  motorists in some parts of the   
Gas prices likely kept US inflation painfully high in May,https://apnews.com/c0248c5b5705cd1523d3dab3771983b4,2022-06-10T04:01:00Z,"The costs of gas, food and other necessities likely shot up in May, giving Americans no respite from the worst outbreak of inflation in four decades. Economists have forecast that overall consumer prices jumped 8.2% last month compared with a…","By CHRISTOPHER RUGABER - AP Economics Writer
WASHINGTON (AP) The costs of gas, food and other necessities likely shot up in May, giving Americans no respite from the worst outbreak of inflation in f… [+4789 chars]",gas prices likely kept us inflation painfully high in may the costs of gas  food and other necessities likely shot up in may  giving americans no respite from the worst outbreak of inflation in four decades  economists have forecast that overall consumer prices jumped 8 2  last month compared with a  by christopher rugaber   ap economics writer  washington  the costs of gas  food and other necessities likely shot up in may  giving americans no respite from the worst outbreak of inflation in f  
GOP taps seasoned broadcaster for New Mexico governor race,https://apnews.com/41c21d0d283f4f957ea0e1d9defb2a04,2022-06-08T06:22:55Z,Republicans have picked a seasoned TV broadcaster to take on New Mexico’s incumbent Democratic governor. Mark Ronchetti won the Republican primary for governor on Tuesday in a five-way race to challenge incumbent Democratic Gov. Michelle Lujan Grisham. Ronche…,"By MORGAN LEE - Associated Press
SANTA FE, N.M. (AP) Republicans picked a seasoned TV broadcaster to take on New Mexicos incumbent Democratic governor, nominating former network meteorologist Mark R… [+6009 chars]",gop taps seasoned broadcaster for new mexico governor race republicans have picked a seasoned tv broadcaster to take on new mexico s incumbent democratic governor  mark ronchetti won the republican primary for governor on tuesday in a five way race to challenge incumbent democratic gov  michelle lujan grisham  ronche  by morgan lee   associated press  santa fe  n m   republicans picked a seasoned tv broadcaster to take on new mexicos incumbent democratic governor  nominating former network meteorologist mark r  
"CEO pay up 17% as profits, stocks soar; workers fall behind",https://apnews.com/df8a253483aebd48be99f50826ef2b49,2022-05-26T12:01:44Z,"Pay for CEOs who run the biggest U.S. companies soared 17.1% last year, up to a median of $14.5 million. That's according to the AP's annual pay survey conducted with Equilar. Such raises tower over the 4.4% gain in wages…","By STAN CHOE - AP Business Writer
NEW YORK (AP) Even when regular workers win their biggest raises in decades, they look minuscule compared with what CEOs are getting.
The typical compensation pack… [+7318 chars]",ceo pay up 17  as profits  stocks soar  workers fall behind pay for ceos who run the biggest u s  companies soared 17 1  last year  up to a median of  14 5 million  that s according to the ap s annual pay survey conducted with equilar  such raises tower over the 4 4  gain in wages  by stan choe   ap business writer  new york  even when regular workers win their biggest raises in decades  they look minuscule compared with what ceos are getting   the typical compensation pack  
Fewer Americans apply for jobless benefits last week,https://apnews.com/32ed8deb2f61ef71a9e7ee9b58af5afc,2022-05-26T12:40:54Z,"Fewer Americans applied for jobless aid last week as the number of Americans collecting unemployment benefits remains near five-decade lows. Applications for unemployment benefits fell by 8,000 to 210,000 for the week ending May 21, the Labor Department repor…","By MATT OTT - AP Business Writer
WASHINGTON (AP) Fewer Americans applied for jobless aid last week with the number of Americans collecting unemployment benefits already near five-decade lows.
Appli… [+2445 chars]",fewer americans apply for jobless benefits last week fewer americans applied for jobless aid last week as the number of americans collecting unemployment benefits remains near five decade lows  applications for unemployment benefits fell by 8 000 to 210 000 for the week ending may 21  the labor department repor  by matt ott   ap business writer  washington  fewer americans applied for jobless aid last week with the number of americans collecting unemployment benefits already near five decade lows   appli  
Retail sales in May slip 0.3% amid surging inflation,https://apnews.com/1b9fa15cfc6c43efd860a5279baebc24,2022-06-15T13:13:41Z,"Americans cut their spending unexpectedly in May compared with the month before, underscoring how surging inflation on daily necessities like gas is causing them to be more cautious about buying discretionary items. U.S. retail sales fell 0.3% last month, dow…","By ANNE D'INNOCENZIO - AP Retail Writer
NEW YORK (AP) Americans cut their spending unexpectedly in May compared with a month before, underscoring how surging inflation on daily necessities like gas … [+4419 chars]",retail sales in may slip 0 3  amid surging inflation americans cut their spending unexpectedly in may compared with the month before  underscoring how surging inflation on daily necessities like gas is causing them to be more cautious about buying discretionary items  u s  retail sales fell 0 3  last month  dow  by anne d innocenzio   ap retail writer  new york  americans cut their spending unexpectedly in may compared with a month before  underscoring how surging inflation on daily necessities like gas   
Fewer Americans apply for unemployment benefits last week,https://apnews.com/26f23db8057004adac522c751a417d49,2022-06-02T14:13:38Z,"Fewer Americans applied for jobless aid last week and the number of Americans collecting unemployment remain at historically low levels. Applications for unemployment benefits fell by 11,000 to 200,000 for the week ending May 28, the Labor Department reported…","By MATT OTT - AP Business Writer
WASHINGTON (AP) Fewer Americans applied for jobless aid last week with the number of Americans collecting unemployment at historically low levels.
Applications for … [+3114 chars]",fewer americans apply for unemployment benefits last week fewer americans applied for jobless aid last week and the number of americans collecting unemployment remain at historically low levels  applications for unemployment benefits fell by 11 000 to 200 000 for the week ending may 28  the labor department reported  by matt ott   ap business writer  washington  fewer americans applied for jobless aid last week with the number of americans collecting unemployment at historically low levels   applications for   
More Americans apply for jobless benefits last week,https://apnews.com/4969b51766915235f197018879adbe80,2022-06-09T12:43:39Z,"More Americans applied for jobless aid last week but the total number of Americans collecting unemployment remains at a five-decade low. Applications for unemployment benefits rose by 27,000 to 229,000 for the week ending June 4, the most since mid-January,…","By MATT OTT - AP Business Writer
WASHINGTON (AP) More Americans applied for jobless aid last week, but the total number of Americans collecting unemployment remains at a five-decade low.
Applicatio… [+3668 chars]",more americans apply for jobless benefits last week more americans applied for jobless aid last week but the total number of americans collecting unemployment remains at a five decade low  applications for unemployment benefits rose by 27 000 to 229 000 for the week ending june 4  the most since mid january   by matt ott   ap business writer  washington  more americans applied for jobless aid last week  but the total number of americans collecting unemployment remains at a five decade low   applicatio  
EXPLAINER: Just how high is the risk of another recession?,https://apnews.com/f899b5d7e989fbe748c4ff49e2ed6096,2022-06-15T20:54:11Z,Inflation is at a 40-year high. Stock prices are sinking. The Federal Reserve is making borrowing much costlier. And the economy actually shrank in the first three months of this year. Is the United States at risk of enduring another…,"By CHRISTOPHER RUGABER - AP Economics Writer
WASHINGTON (AP) Inflation is at a 40-year high. Stock prices are sinking. The Federal Reserve has just made borrowing even costlier. And the economy actu… [+7985 chars]",explainer  just how high is the risk of another recession  inflation is at a 40 year high  stock prices are sinking  the federal reserve is making borrowing much costlier  and the economy actually shrank in the first three months of this year  is the united states at risk of enduring another  by christopher rugaber   ap economics writer  washington  inflation is at a 40 year high  stock prices are sinking  the federal reserve has just made borrowing even costlier  and the economy actu  
Japan's quarterly economy contracts as energy prices soar,https://apnews.com/d47cfb79465e175cba398f04751723a1,2022-05-18T03:12:03Z,"Japan’s economy shrank at an annual rate of 1% in the first quarter, as rising prices and COVID-19 restrictions deadened spending and investment. The Cabinet Office says Japan’s real gross domestic product, or GDP, the sum of the value of…","By YURI KAGEYAMA - AP Business Writer
TOKYO (AP) Japans economy shrank at a worse than expected annual rate of 1% in the first quarter, as rising prices and COVID-19 restrictions sapped spending and… [+3147 chars]",japan s quarterly economy contracts as energy prices soar japan s economy shrank at an annual rate of 1  in the first quarter  as rising prices and covid 19 restrictions deadened spending and investment  the cabinet office says japan s real gross domestic product  or gdp  the sum of the value of  by yuri kageyama   ap business writer  tokyo  japans economy shrank at a worse than expected annual rate of 1  in the first quarter  as rising prices and covid 19 restrictions sapped spending and  
EU to keep budget rules looser for longer amid war fallout,https://apnews.com/2f37a8233b170ad5f194559d83bf651e,2022-05-23T15:18:57Z,The European Union is extending looser limits on spending by member countries for an extra year in a bid to counter the economic fallout from Russia’s war in Ukraine. The European Commission recommended Monday that the EU’s regular rules on…,"BRUSSELS (AP) The European Union has moved to prolong looser limits on spending by member countries for an extra year in a bid to counter the economic fallout from Russias war in Ukraine.
The Europe… [+2951 chars]",eu to keep budget rules looser for longer amid war fallout the european union is extending looser limits on spending by member countries for an extra year in a bid to counter the economic fallout from russia s war in ukraine  the european commission recommended monday that the eu s regular rules on  brussels  the european union has moved to prolong looser limits on spending by member countries for an extra year in a bid to counter the economic fallout from russias war in ukraine   the europe  
Indonesia govt asks parliament for $24 bln additional energy subsidies - Reuters,https://www.reuters.com/world/asia-pacific/indonesia-govt-asks-parliament-24-bln-additional-energy-subsidies-2022-05-19/,2022-05-19T05:45:00Z,"Indonesia's government has asked for parliamentary approval to top up energy subsidies by about $23.8 billion to be able to keep some energy prices unchanged amid a global surge in inflation, its finance minister said on Thursday.","JAKARTA, May 19 (Reuters) - Indonesia's government has asked for parliamentary approval to top up energy subsidies by about $23.8 billion to be able to keep some energy prices unchanged amid a global… [+1897 chars]",indonesia govt asks parliament for  24 bln additional energy subsidies    indonesia s government has asked for parliamentary approval to top up energy subsidies by about  23 8 billion to be able to keep some energy prices unchanged amid a global surge in inflation  its finance minister said on thursday  jakarta  may 19    indonesia s government has asked for parliamentary approval to top up energy subsidies by about  23 8 billion to be able to keep some energy prices unchanged amid a global  
"Fed hikes rates by 0.75 percentage point, flags slowing economy - Reuters.com",https://www.reuters.com/markets/us/fed-hikes-rates-by-075-percentage-point-flags-slowing-economy-2022-06-16/,2022-06-16T00:37:00Z,"The Federal Reserve on Wednesday raised its target interest rate by three-quarters of a percentage point on Wednesday to stem a disruptive surge in inflation, and projected a slowing economy and rising unemployment in the months to come.","NEW YORK, June 15 (Reuters) - The Federal Reserve on Wednesday raised its target interest rate by three-quarters of a percentage point on Wednesday to stem a disruptive surge in inflation, and projec… [+9796 chars]",fed hikes rates by 0 75 percentage point  flags slowing economy    the federal reserve on wednesday raised its target interest rate by three quarters of a percentage point on wednesday to stem a disruptive surge in inflation  and projected a slowing economy and rising unemployment in the months to come  new york  june 15    the federal reserve on wednesday raised its target interest rate by three quarters of a percentage point on wednesday to stem a disruptive surge in inflation  and projec  
Vietnam deputy PM says realising 2022 growth target a 'huge challenge' - Reuters,https://www.reuters.com/world/asia-pacific/vietnam-deputy-pm-says-realising-2022-growth-target-huge-challenge-2022-05-23/,2022-05-23T04:09:00Z,"Vietnam has a big challenge to deliver on its economic growth target of 6.0% to 6.5% this year, due to headwinds for its economy and a slower-than-expected global recovery, a deputy prime minister said on Monday.","HANOI, May 23 (Reuters) - Vietnam has a big challenge to deliver on its economic growth target of 6.0% to 6.5% this year, due to headwinds for its economy and a slower-than-expected global recovery, … [+1272 chars]",vietnam deputy pm says realising 2022 growth target a  huge challenge     vietnam has a big challenge to deliver on its economic growth target of 6 0  to 6 5  this year  due to headwinds for its economy and a slower than expected global recovery  a deputy prime minister said on monday  hanoi  may 23    vietnam has a big challenge to deliver on its economic growth target of 6 0  to 6 5  this year  due to headwinds for its economy and a slower than expected global recovery    
U.S. economy has 40% chance of being in recession next year -BofA - Reuters,https://www.reuters.com/business/us-economy-has-40-chance-being-recession-next-year-bofa-2022-06-17/,2022-06-17T16:22:00Z,"BofA Securities economists see roughly a 40% chance of a U.S. recession next year, with inflation remaining persistently high.","NEW YORK, June 17 (Reuters) - BofA Securities economists see roughly a 40% chance of a U.S. recession next year, with inflation remaining persistently high.
They expect U.S. Gross Domestic Product g… [+1842 chars]",u s  economy has 40  chance of being in recession next year  bofa    bofa securities economists see roughly a 40  chance of a u s  recession next year  with inflation remaining persistently high  new york  june 17    bofa securities economists see roughly a 40  chance of a u s  recession next year  with inflation remaining persistently high   they expect u s  gross domestic product g  
Take Five: Inflation stations - Reuters,https://www.reuters.com/business/take-five/global-markets-themes-takealook-2022-06-03/,2022-06-03T08:49:00Z,"Investors will be crossing their fingers for a calmer inflation print from the United States, possibly allowing the Federal Reserve to go slower with its interest rate rises.","Investors will be crossing their fingers for a calmer inflation print from the United States, possibly allowing the Federal Reserve to go slower with its interest rate rises.
They are less concerned… [+4461 chars]",take five  inflation stations    investors will be crossing their fingers for a calmer inflation print from the united states  possibly allowing the federal reserve to go slower with its interest rate rises  investors will be crossing their fingers for a calmer inflation print from the united states  possibly allowing the federal reserve to go slower with its interest rate rises   they are less concerned  
Investors jolted as U.S. retailers show inflation hitting consumers - Reuters,https://www.reuters.com/business/retail-consumer/investors-jolted-us-retailers-show-inflation-hitting-consumers-2022-05-19/,2022-05-19T05:04:00Z,The evidence of red-hot inflation seeping into the economy is sending a chill through investors after major U.S. retailers showed people are cutting back on buying bigger ticket items as they just try and get by.,"NEW YORK, May 19 (Reuters) - The evidence of red-hot inflation seeping into the economy is sending a chill through investors after major U.S. retailers showed people are cutting back on buying bigger… [+3376 chars]",investors jolted as u s  retailers show inflation hitting consumers    the evidence of red hot inflation seeping into the economy is sending a chill through investors after major u s  retailers showed people are cutting back on buying bigger ticket items as they just try and get by  new york  may 19    the evidence of red hot inflation seeping into the economy is sending a chill through investors after major u s  retailers showed people are cutting back on buying bigger  
UK unemployment falls to lowest since 1974 - Reuters UK,https://www.reuters.com/world/uk/uk-unemployment-falls-lowest-since-1974-2022-05-17/,2022-05-17T06:20:00Z,"Britain's unemployment rate fell to its lowest since 1974 in the first three months of this year, but soaring inflation led to the biggest annual fall in real earnings excluding bonuses since 2013, official figures showed on Tuesday.","LONDON, May 17 (Reuters) - Britain's unemployment rate fell to its lowest since 1974 in the first three months of this year, but soaring inflation led to the biggest annual fall in real earnings excl… [+1853 chars]",uk unemployment falls to lowest since 1974    uk britain s unemployment rate fell to its lowest since 1974 in the first three months of this year  but soaring inflation led to the biggest annual fall in real earnings excluding bonuses since 2013  official figures showed on tuesday  london  may 17    britain s unemployment rate fell to its lowest since 1974 in the first three months of this year  but soaring inflation led to the biggest annual fall in real earnings excl  
"ECB to chart course out of stimulus, setting stage for rate hikes - Reuters",https://www.reuters.com/markets/europe/ecb-chart-course-out-stimulus-setting-stage-rate-hikes-2022-06-08/,2022-06-08T22:01:00Z,"The European Central Bank will pull the plug on years of stimulus on Thursday and signal a string of rate hikes to fight surging inflation, leaving markets only to guess the size and speed of policy tightening.","FRANKFURT, June 9 (Reuters) - The European Central Bank will pull the plug on years of stimulus on Thursday and signal a string of rate hikes to fight surging inflation, leaving markets only to guess… [+4523 chars]",ecb to chart course out of stimulus  setting stage for rate hikes    the european central bank will pull the plug on years of stimulus on thursday and signal a string of rate hikes to fight surging inflation  leaving markets only to guess the size and speed of policy tightening  frankfurt  june 9    the european central bank will pull the plug on years of stimulus on thursday and signal a string of rate hikes to fight surging inflation  leaving markets only to guess  
Bank of England set to raise rates again as inflation heads for 10% - Reuters.com,https://www.reuters.com/markets/europe/bank-england-set-raise-rates-again-inflation-heads-10-2022-06-10/,2022-06-10T11:18:00Z,"The Bank of England looks set to raise interest rates next week for the fifth time since December, its steepest run of rate hikes in 25 years, and is likely to keep going in the coming months as inflation heads for double digits.","LONDON, June 10 (Reuters) - The Bank of England looks set to raise interest rates next week for the fifth time since December, its steepest run of rate hikes in 25 years, and is likely to keep going … [+3690 chars]",bank of england set to raise rates again as inflation heads for 10     the bank of england looks set to raise interest rates next week for the fifth time since december  its steepest run of rate hikes in 25 years  and is likely to keep going in the coming months as inflation heads for double digits  london  june 10    the bank of england looks set to raise interest rates next week for the fifth time since december  its steepest run of rate hikes in 25 years  and is likely to keep going   
"UK cost of living crisis to peak later this year, BoE to press on with rate rises: Reuters poll - Reuters.com",https://www.reuters.com/markets/europe/uk-cost-living-crisis-peak-later-this-year-boe-press-with-rate-rises-2022-05-18/,2022-05-18T01:18:00Z,"Britain's worst cost of living crisis in three decades won't peak until the tail end of this year but the Bank of England will be more aggressive in raising interest rates than was thought as it battles soaring inflation, a Reuters poll found.","LONDON, May 18 (Reuters) - Britain's worst cost of living crisis in three decades won't peak until the tail end of this year but the Bank of England will be more aggressive in raising interest rates … [+4196 chars]",uk cost of living crisis to peak later this year  boe to press on with rate rises   poll    britain s worst cost of living crisis in three decades won t peak until the tail end of this year but the bank of england will be more aggressive in raising interest rates than was thought as it battles soaring inflation  a  poll found  london  may 18    britain s worst cost of living crisis in three decades won t peak until the tail end of this year but the bank of england will be more aggressive in raising interest rates   
Factbox: What is a windfall tax and when has Britain used it? - Reuters.com,https://www.reuters.com/markets/europe/what-is-windfall-tax-when-has-britain-used-it-2022-05-26/,2022-05-26T10:34:00Z,"The British government is expected to announce a windfall tax on oil and gas companies on Thursday to help fund a package of support for households struggling with a cost of living squeeze. <a href=""/world/uk/uk-must-pay-household-support-without-deterring-in…","LONDON, May 26 (Reuters) - The British government is expected to announce a windfall tax on oil and gas companies on Thursday to help fund a package of support for households struggling with a cost o… [+3277 chars]",factbox  what is a windfall tax and when has britain used it     the british government is expected to announce a windfall tax on oil and gas companies on thursday to help fund a package of support for households struggling with a cost of living squeeze   a href   world uk uk must pay household support without deterring in  london  may 26    the british government is expected to announce a windfall tax on oil and gas companies on thursday to help fund a package of support for households struggling with a cost o  
Sterling set for its biggest weekly rise since Dec 2020 vs dollar - Reuters.com,https://www.reuters.com/markets/europe/sterling-set-its-biggest-weekly-rise-since-dec-2020-vs-dollar-2022-05-20/,2022-05-20T09:01:00Z,Sterling was set for its biggest weekly gain since December 2020 against a weakening dollar on Friday as the latest economic data suggested the market might not need to scale back much further its expectations for Bank of England rate hikes.,May 20 (Reuters) - Sterling was set for its biggest weekly gain since December 2020 against a weakening dollar on Friday as the latest economic data suggested the market might not need to scale back … [+2355 chars],sterling set for its biggest weekly rise since dec 2020 vs dollar    sterling was set for its biggest weekly gain since december 2020 against a weakening dollar on friday as the latest economic data suggested the market might not need to scale back much further its expectations for bank of england rate hikes  may 20    sterling was set for its biggest weekly gain since december 2020 against a weakening dollar on friday as the latest economic data suggested the market might not need to scale back   
Bulgaria faces risk of political instability as PM loses majority - Reuters,https://www.reuters.com/world/europe/bulgaria-faces-risk-political-instability-pm-loses-majority-2022-06-08/,2022-06-08T15:50:00Z,Bulgaria's prime minister pledged to lead a minority government on Wednesday as the populist ITN party quit the government over disagreements on budget spending and whether Bulgaria should back North Macedonia's European Union accession.,"SOFIA, June 8 (Reuters) - Bulgaria's prime minister pledged to lead a minority government on Wednesday as the populist ITN party quit the government over disagreements on budget spending and whether … [+2122 chars]",bulgaria faces risk of political instability as pm loses majority    bulgaria s prime minister pledged to lead a minority government on wednesday as the populist itn party quit the government over disagreements on budget spending and whether bulgaria should back north macedonia s european union accession  sofia  june 8    bulgaria s prime minister pledged to lead a minority government on wednesday as the populist itn party quit the government over disagreements on budget spending and whether   
Analysis: Indian private refiners profit from cheap Russian crude as state refiners suffer - Reuters India,https://www.reuters.com/world/india/indian-private-refiners-profit-cheap-russian-crude-state-refiners-suffer-2022-06-01/,2022-06-01T06:47:00Z,There's a split emerging in India's refining sector as private refiners tap cheap Russian crude and boost profits from exports just as domestically focused state refiners get squeezed by high oil costs and government-capped domestic fuel prices.,"NEW DELHI, June 1 (Reuters) - There's a split emerging in India's refining sector as private refiners tap cheap Russian crude and boost profits from exports just as domestically focused state refiner… [+4802 chars]",analysis  indian private refiners profit from cheap russian crude as state refiners suffer    india there s a split emerging in india s refining sector as private refiners tap cheap russian crude and boost profits from exports just as domestically focused state refiners get squeezed by high oil costs and government capped domestic fuel prices  new delhi  june 1    there s a split emerging in india s refining sector as private refiners tap cheap russian crude and boost profits from exports just as domestically focused state refiner  
