title,url,date_published,snippet,body,text
How America tries to grapple with China while confronting Russia,https://www.economist.com/united-states/2022/06/16/how-america-tries-to-grapple-with-china-while-confronting-russia,2022-06-16T14:07:54Z,Travels with the defence secretary in quest of stronger ties,"Ramrod-straight in a crisp green uniform, General Wei Fenghe, Chinas defence minister, saluted the audience before letting rip. We require the us side to stop smearing and containing China. Stop inte… [+8744 chars]",how america tries to grapple with china while confronting russia travels with the defence secretary in quest of stronger ties ramrod straight in a crisp green uniform general wei fenghe chinas defence minister saluted the audience before letting rip we require the us side to stop smearing and containing china stop inte 
A new nuclear era,https://www.economist.com/leaders/2022/06/02/a-new-nuclear-era,2022-06-02T09:15:42Z,"With his threats to use the bomb, Russia’s president has overturned the nuclear order","One hundred days ago Vladimir Putin launched his invasion of Ukraine by warning of a nuclear strike. Having exalted Russias atomic arsenal and promised Ukraines subjugation, he threatened countries t… [+6374 chars]",a new nuclear era with his threats to use the bomb russia s president has overturned the nuclear order one hundred days ago vladimir putin launched his invasion of ukraine by warning of a nuclear strike having exalted russias atomic arsenal and promised ukraines subjugation he threatened countries t 
Short-sightedness has become an epidemic,https://www.economist.com/leaders/2022/06/09/short-sightedness-has-become-an-epidemic,2022-06-09T15:20:17Z,"To fight it, schools should send their students outside","Few things come with no downsides at all. Rich countries have almost completely banished infectious diseases such as tuberculosis, cholera and malaria. Instead, their health ministries spend much of … [+3976 chars]",short sightedness has become an epidemic to fight it schools should send their students outside few things come with no downsides at all rich countries have almost completely banished infectious diseases such as tuberculosis cholera and malaria instead their health ministries spend much of 
America and China try to prevent military mishaps and miscalculations,https://www.economist.com/china/2022/06/16/america-and-china-try-to-prevent-military-mishaps-and-miscalculations,2022-06-16T14:07:53Z,The original cold war holds some lessons,"On may 25th 1968, a Soviet Tu-16 bomber made several low fly-bys perilously close to the uss Essex, an American warship in the Norwegian Sea. On its final pass, the Soviet plane clipped a wave and cr… [+4000 chars]",america and china try to prevent military mishaps and miscalculations the original cold war holds some lessons on may 25th 1968 a soviet tu 16 bomber made several low fly bys perilously close to the uss essex an american warship in the norwegian sea on its final pass the soviet plane clipped a wave and cr 
China’s interest in the Pacific islands is growing,https://www.economist.com/china/2022/06/02/chinas-interest-in-the-pacific-islands-is-growing,2022-06-02T13:21:29Z,But they have their own interests,"During the second world war, some of the fiercest fighting in the Pacific took place as the Allies pushed Japanese forces back in a leapfrogging campaign across the islands that dot the ocean north-e… [+3867 chars]",china s interest in the pacific islands is growing but they have their own interests during the second world war some of the fiercest fighting in the pacific took place as the allies pushed japanese forces back in a leapfrogging campaign across the islands that dot the ocean north e 
China’s intergenerational divide,https://www.economist.com/china/2022/05/26/chinas-intergenerational-divide,2022-05-26T14:11:51Z,"Older intellectuals find young Chinese childish, nationalist and scary","In recent days, scholars of culture in China have been locked in serious argument about a silly claim: namely, that young people are killing the Chinese language. Their wrangling has filled social-me… [+6131 chars]",china s intergenerational divide older intellectuals find young chinese childish nationalist and scary in recent days scholars of culture in china have been locked in serious argument about a silly claim namely that young people are killing the chinese language their wrangling has filled social me 
A new Twitter account shows how the Chinese Communist Party stirs up ultra-nationalism,https://www.economist.com/china/2022/05/19/a-new-twitter-account-shows-how-the-chinese-communist-party-stirs-up-ultra-nationalism,2022-05-19T14:26:27Z,“Patriotic” views are allowed; sceptical ones are censored,"War has made the Kremlin try harder to envelop Russians in a parallel information universe, in which Ukraine is run by Nazis and Russian soldiers are liberators (see International section). Chinas go… [+2737 chars]",a new twitter account shows how the chinese communist party stirs up ultra nationalism patriotic views are allowed sceptical ones are censored war has made the kremlin try harder to envelop russians in a parallel information universe in which ukraine is run by nazis and russian soldiers are liberators chinas go 
China’s spies are not always as good as advertised,https://www.economist.com/china/2022/06/01/chinas-spies-are-not-always-as-good-as-advertised,2022-06-01T13:11:44Z,They are adept at hacking and harassing dissidents. But in other areas they have a lot to learn,"In recent years Western officials have maintained a steady drumbeat of warnings about Chinese spies. In short, the spooks are getting bolder and better. Among other things, theyre accused of hacking … [+7646 chars]",china s spies are not always as good as advertised they are adept at hacking and harassing dissidents but in other areas they have a lot to learn in recent years western officials have maintained a steady drumbeat of warnings about chinese spies in short the spooks are getting bolder and better among other things theyre accused of hacking 
China is trying to protect its economy from Western pressure,https://www.economist.com/briefing/2022/05/26/china-is-trying-to-protect-its-economy-from-western-pressure,2022-05-26T09:04:52Z,The results are mixed,"In a message to Chinese aerospace engineers and researchers for Youth Day earlier this month, President Xi Jinping shared his ambitions for the industry. Young workers should advance the cause of Chi… [+12886 chars]",china is trying to protect its economy from western pressure the results are mixed in a message to chinese aerospace engineers and researchers for youth day earlier this month president xi jinping shared his ambitions for the industry young workers should advance the cause of chi 
The structure of the world’s supply chains is changing,https://www.economist.com/briefing/2022/06/16/the-structure-of-the-worlds-supply-chains-is-changing,2022-06-16T10:37:43Z,The pandemic and war in Ukraine have speeded up the transformation,Supply chains are the fibres out of which the past decades globalisation is woven. Time and again they have allowed intrepid outward-looking manufacturers to undercut their stay-at-home competitors a… [+15519 chars],the structure of the world s supply chains is changing the pandemic and war in ukraine have speeded up the transformation supply chains are the fibres out of which the past decades globalisation is woven time and again they have allowed intrepid outward looking manufacturers to undercut their stay at home competitors a 
Russia’s invasion of Ukraine has eroded the nuclear taboo,https://www.economist.com/briefing/2022/06/02/russias-invasion-of-ukraine-has-eroded-the-nuclear-taboo,2022-06-02T09:59:01Z,This war is unlikely to go nuclear. But it is increasing the risk that future conflicts will,"In 1999 nina tannenwald, a political scientist at Brown University, wrote a paper analysing something she had observed among generals, politicians and strategists: the nuclear taboo. This was not, sh… [+16173 chars]",russia s invasion of ukraine has eroded the nuclear taboo this war is unlikely to go nuclear but it is increasing the risk that future conflicts will in 1999 nina tannenwald a political scientist at brown university wrote a paper analysing something she had observed among generals politicians and strategists the nuclear taboo this was not sh 
China launches South Sea drills...,https://apnews.com/article/biden-japan-asia-beijing-south-korea-44fc6437b9fcd3d3c39d704a64c61c1f,2022-05-20T11:52:39Z,BEIJING (AP) — China is holding military exercises in the disputed South China Sea coinciding with U.S. President Joe Biden’s visits to South Korea and Japan  that are largely focused on countering the perceived threat from Beijing.,BEIJING (AP) China is holding military exercises in the disputed South China Sea coinciding with U.S. President Joe Bidens visits to South Korea and Japan that are largely focused on countering the p… [+3009 chars],china launches south sea drills beijing china is holding military exercises in the disputed south china sea coinciding with u s president joe biden s visits to south korea and japan that are largely focused on countering the perceived threat from beijing beijing china is holding military exercises in the disputed south china sea coinciding with u s president joe bidens visits to south korea and japan that are largely focused on countering the p 
China's Pacific plan seen as regional strategic game-changer...,https://apnews.com/article/china-new-zealand-australia-beijing-57693d7d7efc52401d042d5691de2e10,2022-05-27T11:46:38Z,"China's Pacific plan seen as regional strategic game-changer...

 
 
 
 (Third column, 7th story, link)

 

 

 
 Related stories:Beijing targeting American farms to steal seeds, croplands?","WELLINGTON, New Zealand (AP) When China signed a security pact with the Solomon Islands in April it raised concerns from the U.S. and its allies that Beijing may be seeking a military outpost in the … [+7708 chars]",china s pacific plan seen as regional strategic game changer china s pacific plan seen as regional strategic game changer related stories beijing targeting american farms to steal seeds croplands wellington new zealand when china signed a security pact with the solomon islands in april it raised concerns from the u s and its allies that beijing may be seeking a military outpost in the 
EXPLAINER: What's behind difficult Taiwan-China relations? - The Associated Press - en Español,https://apnews.com/article/religion-government-and-politics-china-california-dadf001a4bf302b2b7bc82717aaa9af1,2022-05-18T08:34:19Z,"<ol><li>EXPLAINER: What's behind difficult Taiwan-China relations?  The Associated Press - en Español
</li><li>EXPLAINER: What's behind difficult Taiwan-China relations?  Boston 25 News
</li><li>Sheriff's Department bolsters patrols around city's Taiwan Cen…","TAIPEI, Taiwan (AP) U.S. authorities say the gunman behind an attack on a church in southern California in which one person was killed and five injured was motivated by a hatred for Taiwan.
Although… [+6190 chars]",explainer what s behind difficult taiwan china relations en espa ol explainer what s behind difficult taiwan china relations en espa ol explainer what s behind difficult taiwan china relations boston 25 news sheriff s department bolsters patrols around city s taiwan cen taipei taiwan u s authorities say the gunman behind an attack on a church in southern california in which one person was killed and five injured was motivated by a hatred for taiwan although 
Biden: US would intervene with military to defend Taiwan - The Associated Press - en Español,https://apnews.com/article/russia-ukraine-biden-taiwan-china-4fb0ad0567ed5bbe46c01dd758e6c62b,2022-05-23T17:20:48Z,"<ol><li>Biden: US would intervene with military to defend Taiwan  The Associated Press - en Español
</li><li>President Biden says America will defend Taiwan militarily if China decides to invade  CBS Mornings
</li><li>US military will defend Taiwan 'if it c…","TOKYO (AP) President Joe Biden said Monday the U.S. would intervene militarily if China were to invade Taiwan, declaring the commitment to protect the island is even stronger after Russias invasion o… [+5202 chars]",biden us would intervene with military to defend taiwan en espa ol biden us would intervene with military to defend taiwan en espa ol president biden says america will defend taiwan militarily if china decides to invade cbs mornings us military will defend taiwan if it c tokyo president joe biden said monday the u s would intervene militarily if china were to invade taiwan declaring the commitment to protect the island is even stronger after russias invasion o 
China demands US stop trade talks with Taiwan - The Associated Press - en Español,https://apnews.com/article/politics-china-beijing-taiwan-2fb86ebfcca2ac5d28028df7e0b5a2cb,2022-06-02T09:50:40Z,"<ol><li>China demands US stop trade talks with Taiwan  The Associated Press - en Español
</li><li>U.S. launches new trade initiatives with Taiwan to deepen economic ties  CBS News
</li><li>U.S. Launches Initiatives to Boost Economic Ties With Taiwan  The Wa…",BEIJING (AP) Chinas government on Thursday accused Washington of jeopardizing peace after U.S. envoys began trade talks with Taiwan aimed at deepening relations with the self-ruled island democracy c… [+2271 chars],china demands us stop trade talks with taiwan en espa ol china demands us stop trade talks with taiwan en espa ol u s launches new trade initiatives with taiwan to deepen economic ties cbs news u s launches initiatives to boost economic ties with taiwan the wa beijing chinas government on thursday accused washington of jeopardizing peace after u s envoys began trade talks with taiwan aimed at deepening relations with the self ruled island democracy c 
Taiwan not included in launch of new Biden Indo-Pacific pact - The Associated Press,https://apnews.com/article/biden-fumio-kishida-japan-asia-ab66b84d9b824092ab98161457a89c2f,2022-05-22T10:51:22Z,"TOKYO (AP) — President Joe Biden on Monday is expected to come out with a list of nations that will join a long-anticipated Indo-Pacific trade pact, but Taiwan won't be among them. White House national security adviser Jake Sullivan confirmed that Taiwan isn'…","TOKYO (AP) President Joe Biden on Monday is expected to come out with a list of nations that will join a long-anticipated Indo-Pacific trade pact, but Taiwan wont be among them.
White House national… [+2169 chars]",taiwan not included in launch of new biden indo pacific pact tokyo president joe biden on monday is expected to come out with a list of nations that will join a long anticipated indo pacific trade pact but taiwan won t be among them white house national security adviser jake sullivan confirmed that taiwan isn tokyo president joe biden on monday is expected to come out with a list of nations that will join a long anticipated indo pacific trade pact but taiwan wont be among them white house national 
Transcript of AP interview with President Joe Biden - The Associated Press - en Español,https://apnews.com/article/biden-ap-interview-transcript-fefb405f8383c6fdb4674eef9706fd65,2022-06-17T00:10:54Z,WASHINGTON (AP) — A transcript of an Oval Office interview Thursday with President Joe Biden  by AP White House reporter Josh Boak.,"WASHINGTON (AP) A transcript of an Oval Office interview Thursday with President Joe Biden by AP White House reporter Josh Boak. Where the audio recording of the interview is unclear, ellipses or a n… [+24556 chars]",transcript of ap interview with president joe biden en espa ol washington a transcript of an oval office interview thursday with president joe biden by ap white house reporter josh boak washington a transcript of an oval office interview thursday with president joe biden by ap white house reporter josh boak where the audio recording of the interview is unclear ellipses or a n 
Biden to lay out in Japan who is joining new Asia trade pact - The Associated Press - en Español,https://apnews.com/article/russia-ukraine-biden-asia-united-states-c6878c7d14112e45a870a3e8735f7e71,2022-05-23T03:22:30Z,TOKYO (AP) — President Joe Biden on Monday launched a new trade deal with 12 Indo-Pacific nations aimed at strengthening their economies as he warned Americans worried about high inflation that it was “going to be a haul” before they feel relief.,TOKYO (AP) President Joe Biden on Monday launched a new trade deal with 12 Indo-Pacific nations aimed at strengthening their economies as he warned Americans worried about high inflation that it was … [+7577 chars],biden to lay out in japan who is joining new asia trade pact en espa ol tokyo president joe biden on monday launched a new trade deal with 12 indo pacific nations aimed at strengthening their economies as he warned americans worried about high inflation that it was going to be a haul before they feel relief tokyo president joe biden on monday launched a new trade deal with 12 indo pacific nations aimed at strengthening their economies as he warned americans worried about high inflation that it was 
Biden: SKorean chip plant a model for deeper ties to Asia - The Associated Press,https://apnews.com/article/biden-technology-texas-south-korea-a8add64e1c15c4eb413b6f236828d2e2,2022-05-20T13:07:28Z,"<ol><li>Biden: SKorean chip plant a model for deeper ties to Asia  The Associated Press
</li><li>Biden to meet with President Yoon Suk Yeol in South Korea, tour Samsung factory amid North Korea provocations  Fox Business
</li><li>5 Asian military hotspots a…","SEOUL, South Korea (AP) President Joe Biden will open his trip to Asia with a focus on the U.S. tech sector, touring a Samsung computer chip plant on Friday that will serve as model for a $17 billion… [+3130 chars]",biden skorean chip plant a model for deeper ties to asia biden skorean chip plant a model for deeper ties to asia biden to meet with president yoon suk yeol in south korea tour samsung factory amid north korea provocations fox business 5 asian military hotspots a seoul south korea president joe biden will open his trip to asia with a focus on the u s tech sector touring a samsung computer chip plant on friday that will serve as model for a 17 billion 
Blinken: US to leverage Russia-Ukraine bloc against China - The Associated Press,https://apnews.com/article/russia-ukraine-biden-china-beijing-d4055470f886b614f2465bfeb540919c,2022-05-26T18:35:48Z,"<ol><li>Blinken: US to leverage Russia-Ukraine bloc against China  The Associated Press
</li><li>U.S. Aims to Constrain China by Shaping Environment Around It, Blinken Says  The New York Times
</li><li>Blinken says US is ready to strengthen diplomacy with C…",WASHINGTON (AP) Secretary of State Antony Blinken said Thursday the Biden administration aims to lead the international bloc opposed to Russias invasion of Ukraine into a broader coalition to counter… [+5394 chars],blinken us to leverage russia ukraine bloc against china blinken us to leverage russia ukraine bloc against china u s aims to constrain china by shaping environment around it blinken says the new york times blinken says us is ready to strengthen diplomacy with c washington secretary of state antony blinken said thursday the biden administration aims to lead the international bloc opposed to russias invasion of ukraine into a broader coalition to counter 
China wants 10 Pacific nations to endorse sweeping agreement - The Associated Press - en Español,https://apnews.com/article/wang-yi-beijing-china-new-zealand-96f78c97071116055ebc3e7c216a0ef8,2022-05-25T08:04:51Z,"<ol><li>China wants 10 Pacific nations to endorse sweeping agreement  The Associated Press - en Español
</li><li>EXCLUSIVE China seeks Pacific islands policing, security cooperation - document  Reuters
</li><li>Solomon Islands journalists shut out of China …","WELLINGTON, New Zealand (AP) China wants 10 small Pacific nations to endorse a sweeping agreement covering everything from security to fisheries in what one leader warns is a game-changing bid by Bei… [+6369 chars]",china wants 10 pacific nations to endorse sweeping agreement en espa ol china wants 10 pacific nations to endorse sweeping agreement en espa ol exclusive china seeks pacific islands policing security cooperation document solomon islands journalists shut out of china wellington new zealand china wants 10 small pacific nations to endorse a sweeping agreement covering everything from security to fisheries in what one leader warns is a game changing bid by bei 
Biden welcomes new Australian PM to Indo-Pacific club - The Associated Press,https://apnews.com/article/russia-ukraine-biden-asia-india-e77e2694c2cb23268f9830a043e8cf73,2022-05-24T03:00:00Z,"<ol><li>Biden welcomes new Australian PM to Indo-Pacific club  The Associated Press
</li><li>Russian invasion of Ukraine is a global issue, says Biden  Reuters
</li><li>President Biden to meet with Indian Prime Minister Modi in Tokyo  CBS News
</li><li>AP …",TOKYO (AP) President Joe Biden told fellow Indo-Pacific leaders assembled for a four-country summit Tuesday that they were navigating a dark hour in our shared history due to Russias brutal war on Uk… [+6644 chars],biden welcomes new australian pm to indo pacific club biden welcomes new australian pm to indo pacific club russian invasion of ukraine is a global issue says biden president biden to meet with indian prime minister modi in tokyo cbs news ap tokyo president joe biden told fellow indo pacific leaders assembled for a four country summit tuesday that they were navigating a dark hour in our shared history due to russias brutal war on uk 
EXPLAINER: What's at stake for China on South Pacific visit? - The Associated Press - en Español,https://apnews.com/article/penny-wong-solomon-islands-china-fiji-40cca61cd3160caabb9dc60aeb66c426,2022-05-26T18:27:39Z,"<ol><li>EXPLAINER: What's at stake for China on South Pacific visit?  The Associated Press - en Español
</li><li>US, Australia fear growing Chinese military control in Pacific  Al Jazeera English
</li><li>China plays for influence in South Pacific with secu…","BEIJING (AP) Chinas Foreign Minister Wang Yi is visiting the South Pacific with a 20-person delegation this week in a display of Beijings growing military and diplomatic presence in the region. 
The… [+4482 chars]",explainer what s at stake for china on south pacific visit en espa ol explainer what s at stake for china on south pacific visit en espa ol us australia fear growing chinese military control in pacific al jazeera english china plays for influence in south pacific with secu beijing chinas foreign minister wang yi is visiting the south pacific with a 20 person delegation this week in a display of beijings growing military and diplomatic presence in the region the 
Police patrol Hong Kong park to enforce Tiananmen vigil ban - The Associated Press,https://apnews.com/article/covid-health-china-hong-kong-beijing-7d8ded1810b53a7b2bfa2d0670b425e5,2022-06-04T12:46:32Z,"<ol><li>Police patrol Hong Kong park to enforce Tiananmen vigil ban  The Associated Press
</li><li>Hong Kong police enforce ban on Tiananmen anniversary vigil  Al Jazeera English
</li><li>Tiananmen vigils move to Taiwan from Hong Kong  The Washington Post
…",HONG KONG (AP) Heavy police force patrolled Hong Kongs Victoria Park on Saturday after authorities for a third consecutive year banned public commemoration of the anniversary of the deadly Tiananmen … [+6259 chars],police patrol hong kong park to enforce tiananmen vigil ban police patrol hong kong park to enforce tiananmen vigil ban hong kong police enforce ban on tiananmen anniversary vigil al jazeera english tiananmen vigils move to taiwan from hong kong hong kong heavy police force patrolled hong kongs victoria park on saturday after authorities for a third consecutive year banned public commemoration of the anniversary of the deadly tiananmen 
"Biden has an eye on China as he heads to South Korea, Japan - The Associated Press",https://apnews.com/article/russia-ukraine-biden-covid-health-eb18e2428e2c37e1578e29a04b61490b,2022-05-19T04:26:24Z,"<ol><li>Biden has an eye on China as he heads to South Korea, Japan  The Associated Press
</li><li>U.S. braces for North Korean weapons test  Reuters
</li><li>COVID-wracked N.Korea may greet Biden with a missile test  Yahoo Finance
</li><li>South Korea is …",WASHINGTON (AP) President Joe Biden departs on a six-day trip to South Korea and Japan aiming to build rapport with the two nations leaders while also sending an unmistakable message to China: Russia… [+7484 chars],biden has an eye on china as he heads to south korea japan biden has an eye on china as he heads to south korea japan u s braces for north korean weapons test covid wracked n korea may greet biden with a missile test yahoo finance south korea is washington president joe biden departs on a six day trip to south korea and japan aiming to build rapport with the two nations leaders while also sending an unmistakable message to china russia 
EXPLAINER: What's at stake for China on South Pacific visit?,https://apnews.com/40cca61cd3160caabb9dc60aeb66c426,2022-05-26T03:17:28Z,"China's Foreign Minister Wang Yi is visiting South Pacific nations amid concerns over Beijing's growing military and diplomatic presence in the region. The U.S. traditionally has been the major power in the area, but China has been pursuing inroads. It…","BEIJING (AP) Chinas Foreign Minister Wang Yi is visiting the South Pacific with a 20-person delegation this week in a display of Beijing's growing military and diplomatic presence in the region.
The… [+4632 chars]",explainer what s at stake for china on south pacific visit china s foreign minister wang yi is visiting south pacific nations amid concerns over beijing s growing military and diplomatic presence in the region the u s traditionally has been the major power in the area but china has been pursuing inroads it beijing chinas foreign minister wang yi is visiting the south pacific with a 20 person delegation this week in a display of beijing s growing military and diplomatic presence in the region the 
China accuses US of trying to 'hijack' support in Asia,https://apnews.com/b36d53453acd9b9ac29a79630f45867e,2022-06-12T02:36:16Z,"China’s defense minister says the United States is trying to “hijack” the support of countries in the Asia-Pacific region to turn them against Beijing, saying Washington is seeking to advance its own interests “under the guise of multilateralism.” Defense Min…","By SYAWALLUDIN ZAIN and DAVID RISING - Associated Press
SINGAPORE (AP) China's defense minister accused the United States on Sunday of trying to hijack the support of countries in the Asia-Pacific r… [+2119 chars]",china accuses us of trying to hijack support in asia china s defense minister says the united states is trying to hijack the support of countries in the asia pacific region to turn them against beijing saying washington is seeking to advance its own interests under the guise of multilateralism defense min by syawalludin zain and david rising associated press singapore china s defense minister accused the united states on sunday of trying to hijack the support of countries in the asia pacific r 
"Biden has an eye on China as he heads to South Korea, Japan",https://apnews.com/eb18e2428e2c37e1578e29a04b61490b,2022-05-19T04:09:05Z,President Joe Biden's six-day trip to South Korea and Japan aims to build rapport with the Asian nations’ leaders. Biden will also be trying to send an unmistakable message to China that Russia’s faltering invasion of Ukraine should give Beijing…,"By AAMER MADHANI and JOSH BOAK - Associated Press
WASHINGTON (AP) President Joe Biden departs on a six-day trip to South Korea and Japan aiming to build rapport with the two nations leaders while al… [+7698 chars]",biden has an eye on china as he heads to south korea japan president joe biden s six day trip to south korea and japan aims to build rapport with the asian nations leaders biden will also be trying to send an unmistakable message to china that russia s faltering invasion of ukraine should give beijing by aamer madhani and josh boak associated press washington president joe biden departs on a six day trip to south korea and japan aiming to build rapport with the two nations leaders while al 
Chinese destroyer on long-distance exercises in Sea of Japan,https://apnews.com/dede1e6366783e437e20b606d6006da4,2022-06-16T03:05:33Z,One of China’s largest and most capable combat ships is conducting long-distance exercises in the Sea of Japan in a display of China’s increasing naval reach. The Communist Party newspaper Global Times said Thursday the mission was the first for…,"BEIJING (AP) One of China's largest and most capable combat ships is conducting long-distance exercises in the Sea of Japan, state media reported Thursday, in a display of China's increasing naval re… [+3420 chars]",chinese destroyer on long distance exercises in sea of japan one of china s largest and most capable combat ships is conducting long distance exercises in the sea of japan in a display of china s increasing naval reach the communist party newspaper global times said thursday the mission was the first for beijing one of china s largest and most capable combat ships is conducting long distance exercises in the sea of japan state media reported thursday in a display of china s increasing naval re 
China's Xi reasserts support for Russia on security issues,https://apnews.com/be6784db91d28a5f44b5998c289a22da,2022-06-15T13:12:53Z,Chinese President Xi Jinping has reasserted his country's support for Russia on issues of sovereignty and security in a phone call with Russian leader Vladimir Putin. State media say Xi told Putin that China is “willing to work with Russia…,"BEIJING (AP) Chinese President Xi Jinping reasserted his countrys support for Russia on issues of sovereignty and security in a phone call with Russian leader Vladimir Putin on Wednesday, state media… [+3176 chars]",china s xi reasserts support for russia on security issues chinese president xi jinping has reasserted his country s support for russia on issues of sovereignty and security in a phone call with russian leader vladimir putin state media say xi told putin that china is willing to work with russia beijing chinese president xi jinping reasserted his countrys support for russia on issues of sovereignty and security in a phone call with russian leader vladimir putin on wednesday state media 
